THRUST
; AeroTech J460T
; converted from TMT test stand data 1998 (www.tripoli.org)
; provided by ThrustCurve.org (www.thrustcurve.org)
; total weight: 801g, propellant weight: 414g
0.00	0.00
0.02	496.76
0.07	510.57
0.12	505.01
0.17	511.40
0.22	517.63
0.27	524.57
0.32	530.79
0.37	535.40
0.42	538.29
0.47	541.78
0.51	546.49
0.56	544.23
0.61	545.31
0.66	546.23
0.71	545.17
0.76	542.42
0.81	540.65
0.86	534.91
0.91	532.82
0.96	528.28
1.01	520.92
1.06	511.77
1.11	499.96
1.16	489.17
1.20	479.91
1.25	468.11
1.30	460.04
1.35	447.06
1.40	435.23
1.45	424.86
1.50	413.93
1.55	406.03
1.60	395.72
1.65	344.24
1.70	266.87
1.74	182.38
1.79	120.39
1.84	84.96
1.89	54.72
1.94	29.30
1.99	4.71
2.04	2.31
2.09	2.40
-1.00
