THRUST
; AeroTech J275W
; converted from TMT test stand data 1998 (www.tripoli.org)
; provided by ThrustCurve.org (www.thrustcurve.org)
; total weight: 864g, propellant weight: 469g
0.00	0.00
0.02	151.28
0.07	273.73
0.12	286.88
0.17	285.49
0.22	288.92
0.27	292.00
0.32	293.78
0.37	299.33
0.42	303.11
0.47	306.38
0.52	309.36
0.57	319.39
0.62	319.23
0.67	323.35
0.72	326.23
0.77	328.21
0.82	330.34
0.87	334.56
0.92	334.66
0.97	335.36
1.02	336.45
1.07	336.99
1.12	334.66
1.16	337.04
1.21	334.71
1.26	329.45
1.31	329.45
1.36	328.01
1.41	326.57
1.46	325.50
1.51	321.36
1.56	314.81
1.61	308.61
1.66	303.65
1.71	297.65
1.76	292.47
1.81	287.13
1.86	282.12
1.91	276.01
1.96	269.27
2.01	264.45
2.06	256.85
2.11	252.25
2.16	245.25
2.21	234.83
2.26	228.58
2.31	221.24
2.36	214.19
2.41	205.01
2.46	199.61
2.51	181.30
2.56	179.51
2.61	172.81
2.65	169.14
2.70	165.37
2.75	164.28
2.80	152.97
2.85	149.49
2.90	146.22
2.95	142.22
3.00	136.30
3.05	127.66
3.10	114.71
3.15	99.63
3.20	88.47
3.25	76.16
3.30	64.45
3.35	50.46
3.40	36.32
3.45	26.10
3.50	19.20
3.55	16.31
3.60	14.34
3.65	12.45
3.70	8.83
3.75	6.30
3.80	4.66
-1.00
